,Unnamed: 0,animeId,title,genre,type,rating,bayesian_avg,Shounen,Music,Horror,Martial Arts,Sports,Historical,Sci-Fi,Romance,Shoujo,Mecha,Demons,Super Power,Seinen,Dementia,Harem,Josei,Ecchi,Psychological,Adventure,Vampire,Space,Magic,Thriller,Mystery,Action,Fantasy,Parody,Game,Comedy,Kids,Supernatural,Drama,School,Cars,Military,Samurai,Police,Slice of Life,summary,image_link,mal_url
667,667,250,Konjiki no Gash Bell!!,"['Adventure', 'Comedy', 'Magic', 'Shounen', 'Supernatural']",1,7.66,7.63363026021745,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,"Takamine Kiyomaro, a depressed don't-care-about-the-world guy, was suddenly given a little demon named Gash Bell to take care of. Little does he know that Gash is embroiled into an intense fight to see who is the ruler of the demon world. All of the demons have to pick a master on Earth and duke it out with other demons until one survives. Needless to say, Kiyomaro becomes Gash's master, and through their many battles, Kiyomaro learns the importance of friendship and courage.",https://cdn.myanimelist.net/images/anime/1151/125951l.webp,https://myanimelist.net/anime/250/Konjiki_no_Gash_Bell
668,668,23321,Log Horizon 2nd Season,"['Action', 'Adventure', 'Fantasy', 'Game', 'Magic', 'Shounen']",1,7.66,7.659137132238931,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,"After being trapped in the world of Elder Tale for six months, Shiroe and the other Adventurers have begun to get the hang of things in their new environment. The Adventurers are starting to gain the trust of the People of the Land, and Akiba has flourished thanks to the law and order established by Shiroe's Round Table Alliance, regaining its everyday liveliness. Despite this success, however, the Alliance faces a new crisis: they are running out of funds to govern Akiba, and spies from the Minami district have infiltrated the city.

As formidable forces rise in other districts, there is also a need to discover more about the vast new world they are trapped in—leading Shiroe to decide that the time has come to venture outside the city. Accompanied by his friend Naotsugu and the Sage of Mirror Lake Regan, the calculative Shiroe makes his move, hoping to unravel new possibilities and eventually find a way home.",https://cdn.myanimelist.net/images/anime/5/68097l.webp,https://myanimelist.net/anime/23321/Log_Horizon_2nd_Season
669,669,10020,Ore no Imouto ga Konnani Kawaii Wake ga Nai Specials,"['Comedy', 'Seinen', 'Slice of Life']",5,7.66,7.701983531460058,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,"The true end arc of Ore no Imouto. These four episodes branch out after the 11th episode of the main TV series and present an alternative version to the end of the TV series. These episodes contrast with the good end arc of the TV series, which was an original ending written for the anime, and instead closely follows the original story from the light novels.",https://cdn.myanimelist.net/images/anime/8/29734l.webp,https://myanimelist.net/anime/10020/Ore_no_Imouto_ga_Konnani_Kawaii_Wake_ga_Nai_Specials
670,670,528,Pokemon: Mewtwo no Gyakushuu,"['Action', 'Adventure', 'Comedy', 'Drama', 'Fantasy', 'Kids']",2,7.66,7.569364401762089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,"Using the fossil of the Legendary Pokémon Mew, Team Rocket has created the first successful Pokémon clone. Named Mewtwo, the man-made Pokémon quickly becomes upset with the circumstances of its creation and goes on a rampage. It is soon approached by Sakaki, the leader of Team Rocket, and is manipulated into committing evil acts.

Repulsed by the tricks of mankind and the cruelties it has suffered, Mewtwo isolates itself from everyone and plots against humans whilst trying to discover its true purpose in life. Disguising as the world's strongest Pokémon trainer, Mewtwo draws in the region's most powerful trainers who want to fight the new, mysterious opponent. With the fate of the world at stake, renowned trainers Satoshi, Takeshi, and Kasumi must battle against Mewtwo and defeat it before it brings about the downfall of humanity.",https://cdn.myanimelist.net/images/anime/1513/140273l.webp,https://myanimelist.net/anime/528/Pokemon_Movie_01__Mewtwo_no_Gyakushuu
671,671,304,Aa! Megami-sama! Movie,"['Comedy', 'Magic', 'Romance', 'Seinen', 'Supernatural']",2,7.65,7.6498602319433395,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,"For centuries, a god named Celestin has been imprisoned on the moon for betraying the kingdom of Yggdrasil. Released by the fairy Morgan Le Fey, Celestin travels to Earth to reunite with his former pupil, the goddess Belldandy. Things go awry as Celestin erases Belldandy's memories of her boyfriend Keiichi and uses her as a catalyst to wreak havoc on Earth and Yggdrasil.",https://cdn.myanimelist.net/images/anime/5/71211l.webp,https://myanimelist.net/anime/304/Aa_Megami-sama_Movie
672,672,12291,Acchi Kocchi (TV),"['Comedy', 'Romance', 'School', 'Seinen', 'Slice of Life']",1,7.65,7.658037737901079,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,"Feelings may come and go, but true love always remains in the heart. Tsumiki Miniwa is in love with her best friend, Io Otonashi. For her, confessing is nearly impossible; but to her friends, they seem to be the perfect match. Cute and petite, Tsumiki comes off more as a friend, and Io's attitude toward her is friendlier than toward others. Despite the constant teasing and obvious hints that his friends have been dropping, Io always seems to miss the signs. 

Throughout her everyday school life, Tsumiki spends time with her friends and Io. Will she finally muster enough courage to confess her true feelings?",https://cdn.myanimelist.net/images/anime/5/46489l.webp,https://myanimelist.net/anime/12291/Acchi_Kocchi
673,673,4182,Darker than Black: Kuro no Keiyakusha Special,"['Comedy', 'Parody', 'Sci-Fi']",4,7.65,7.643981651501195,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"A side-story of Darker than Black, also called Episode 26, that takes place during the events of Kuro no Keiyakusha. 

The Syndicate has another job for Hei and his team. This assignment involves the sought after possessions of a dead contractor, which are believed to have been buried beneath a cherry tree. Meanwhile, Misaki Kirihara and her team plan a trip to the Cherry Blossom festival.",https://cdn.myanimelist.net/images/anime/3/32729l.webp,https://myanimelist.net/anime/4182/Darker_than_Black__Kuro_no_Keiyakusha_-_Sakura_no_Hana_no_Mankai_no_Shita
674,674,874,Digimon Tamers,"['Adventure', 'Comedy', 'Drama', 'Fantasy', 'Shounen']",1,7.65,7.570389937028772,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,"Digimon Tamers takes place in a world where the popular Digimon franchise is all the rage, consisting of a cartoon, video games, and the trading card game. Takato Matsuda is a huge Digimon fan that's particularly obsessed with the card game, and constantly daydreams about the universe therein. One day, he finds a mysterious blue card, which he slides through a scanner toy to use in the popular battle game. His toy suddenly glows and transforms into a Digivice, and Takato's fan-made design, Guilmon, materialises in front of him. Thrilled by the prospect of having a real-life Digimon, Takato embraces his new partner, and his adventures as a Digimon Tamer begin.

Takato quickly discovers that being a Digimon Tamer is not all fun and games—in reality, it's much more dangerous than the card games he's accustomed to. Wild Digimon have begun to appear all across Japan, causing rampages that result in chaos and mayhem. Armed with his Digivice, which can scan trading cards to strengthen Guilmon, Takato and his new partner set out to combat the rogue Digimon. They are tasked with protecting the world from Digimon attacks, whilst a mysterious organization determined to eliminate all Digimon and their Tamers lurks in the shadows...",https://cdn.myanimelist.net/images/anime/7/73696l.webp,https://myanimelist.net/anime/874/Digimon_Tamers
675,675,31376,Flying Witch,"['Comedy', 'Magic', 'Shounen', 'Slice of Life', 'Supernatural']",1,7.65,7.667446806655629,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,"In the witches' tradition, when a practitioner turns 15, they must become independent and leave their home to study witchcraft. Makoto Kowata is one such apprentice witch who leaves her parents' home in Yokohama in pursuit of knowledge and training. Along with her companion Chito, a black cat familiar, they embark on a journey to Aomori, a region favored by witches due to its abundance of nature and affinity with magic. They begin their new life by living with Makoto's second cousins, Kei Kuramoto and his little sister Chinatsu.

While Makoto may seem to be attending high school like any other teenager, her whimsical and eccentric involvement with witchcraft sets her apart from others her age. From her encounter with an anthropomorphic dog fortune teller to the peculiar magic training she receives from her older sister Akane, Makoto's peaceful everyday life is filled with the idiosyncrasies of witchcraft that she shares with her friends and family.",https://cdn.myanimelist.net/images/anime/6/80039l.webp,https://myanimelist.net/anime/31376/Flying_Witch
676,676,5162,Minami-ke Okaeri,"['Comedy', 'School', 'Slice of Life']",1,7.65,7.683651681089593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,"A year has passed since Okawari and the three sisters have grown up. Their likings and moods are almost the same. Haruka, the older sister, is a love-giving mother to the younger sisters and a discipline follower. Kana, the middle one, leaves everything to the last possible moment and always gives trouble to the trio. Chiaki, the little one, is the calculating and manipulating one; she likes to be admired and loved by Haruka and always gives trouble to the less blessed Kana. Despite being an unbalanced family, they love each other with all their heart. The family's daily life is as funny as ever; trouble and love are always present. Now it's time to see if they'll survive this age change since Haruka is now a young adult; she has even more responsibilities, having to watch over the young while integrating into the adult life.

(Source: ANN)",https://cdn.myanimelist.net/images/anime/10/11458l.webp,https://myanimelist.net/anime/5162/Minami-ke_Okaeri
677,677,3848,"One Piece Movie 9: Episode of Chopper Plus - Fuyu ni Saku, Kiseki no Sakura","['Action', 'Adventure', 'Comedy', 'Fantasy', 'Shounen', 'Super Power']",2,7.65,7.656508251525914,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,"As Nami has fallen seriously ill, the Straw Hats head to Drum Island in search of a doctor. However, they learn that there is only one doctor left on the island, the reclusive Dr. Kureha who currently resides at the top of a mountain. With a sick Nami in tow, Monkey D. Luffy and Sanji set out on an arduous journey to seek her help. 

Meanwhile, the return of Wapol—Drum Island's former king—and his brother spells trouble for the island's inhabitants. As the one responsible for the current lack of doctors, Wapol has finally returned to take back his position as the people's despot and absolute ruler.

With the help of new allies like the half-human reindeer Chopper Tony Tony, the Straw Hat Crew must overcome all the obstacles in its way to save Nami's life and stop Wapol from plunging Drum Island back into tyranny. 

[Written by MAL Rewrite]

(Source: Wikipedia)",https://cdn.myanimelist.net/images/anime/1709/135258l.webp,https://myanimelist.net/anime/3848/One_Piece_Movie_09__Episode_of_Chopper_Plus_-_Fuyu_ni_Saku_Kiseki_no_Sakura
678,678,26243,Owari no Seraph,"['Action', 'Drama', 'Shounen', 'Supernatural', 'Vampire']",1,7.65,7.563936564897955,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,"With the appearance of a mysterious virus that kills everyone above the age of 13, mankind becomes enslaved by previously hidden, power-hungry vampires who emerge in order to subjugate society with the promise of protecting the survivors, in exchange for donations of their blood.

Among these survivors are Yuuichirou and Mikaela Hyakuya, two young boys who are taken captive from an orphanage, along with other children whom they consider family. Discontent with being treated like livestock under the vampires' cruel reign, Mikaela hatches a rebellious escape plan that is ultimately doomed to fail. The only survivor to come out on the other side is Yuuichirou, who is found by the Moon Demon Company, a military unit dedicated to exterminating the vampires in Japan.

Many years later, now a member of the Japanese Imperial Demon Army, Yuuichirou is determined to take revenge on the creatures that slaughtered his family, but at what cost?

Owari no Seraph is a post-apocalyptic supernatural shounen anime that follows a young man's search for retribution, all the while battling for friendship and loyalty against seemingly impossible odds.",https://cdn.myanimelist.net/images/anime/5/73474l.webp,https://myanimelist.net/anime/26243/Owari_no_Seraph
679,679,46,Rurouni Kenshin: Meiji Kenkaku Romantan - Ishinshishi e no Chinkonka,"['Drama', 'Historical', 'Samurai', 'Shounen']",2,7.65,7.622801627882634,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,"The war against the Tokugawa Shogunate ended years ago. But there are some who are not happy with the outcome. Shigure Takimi watched his friends and family get slashed down in the name of freedom and prosperity. Now he and a band of desperate rebels have sworn to settle one final score. Only one man stands in their way: Kenshin Himura. But when Shigure discovers Kenshin's true identity as the Hitokiri Battousai, his fight becomes a personal vendetta.

(Source: ANN)",https://cdn.myanimelist.net/images/anime/4/47845l.webp,https://myanimelist.net/anime/46/Rurouni_Kenshin__Meiji_Kenkaku_Romantan_-_Ishinshishi_e_no_Chinkonka
680,680,1239,Bishoujo Senshi Sailor Moon SuperS,"['Drama', 'Magic', 'Romance', 'Shoujo']",1,7.64,7.539060284262629,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"SuperS centers heavily on Chibi-usa and the Sailor Team. A new enemy, the Dead Moon Circus, has now appeared. Their motive is to find the Golden Dream Mirror that would be used to rule the world. To do this, the enemy attacks innocent victims for their Dream Mirrors and test their energy. Chibi-usa also has a new ally on her side, Pegasus. This season also sees the Sailor Senshi obtaining new powers.",https://cdn.myanimelist.net/images/anime/1600/92253l.webp,https://myanimelist.net/anime/1239/Bishoujo_Senshi_Sailor_Moon_SuperS
681,681,270,Hellsing,"['Action', 'Horror', 'Seinen', 'Supernatural', 'Vampire']",1,7.64,7.575278177301365,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"Hellsing, an organization specializing in dealing with supernatural threats, is called in to eliminate a vampire that is turning the villagers of Cheddar into ghouls. To put an end to this, the leader of the organization, Sir Integra Fairbrook Wingates Hellsing, dispatches her most formidable asset: a powerful vampire known as Alucard.

Armed with only a single handgun, Alucard wreaks havoc on the monsters plaguing Cheddar. However, a young police officer, Seras Victoria, gets caught up in the chaos and becomes mortally wounded as a result. Taking pity on the girl, Alucard gives her a choice: die as a human or live on as a vampire. Seras accepts his offer and begins a new life as a member of Hellsing.

Though it was her decision, Seras struggles with the fact that she is no longer human. Nevertheless, she must embrace being a creature of the night soon if she wants to survive on the front lines in the fight between humans and the supernatural.",https://cdn.myanimelist.net/images/anime/10/19956l.webp,https://myanimelist.net/anime/270/Hellsing
682,682,15437,Kore wa Zombie Desu ka? of the Dead OVA,"['Action', 'Comedy', 'Ecchi', 'Harem', 'Magic', 'Supernatural']",3,7.64,7.63042455681714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,An unaired OVA episode of Kore wa Zombie Desu ka? of the Dead. It is the 11th episode and was bundled with the sixth volume of the manga.,https://cdn.myanimelist.net/images/anime/4/43515l.webp,https://myanimelist.net/anime/15437/Kore_wa_Zombie_desu_ka_of_the_Dead__Hai_Minotake_ni_Attemasu
683,683,13655,Little Busters!,"['Comedy', 'Drama', 'School', 'Slice of Life', 'Supernatural']",1,7.64,7.673627781639127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,"As a child, Riki Naoe shut himself from the world, thanks to a diagnosis of narcolepsy following the tragic deaths of his parents. However, Riki is saved when, one fateful day, a boy named Kyousuke recruits him into a team who call themselves the Little Busters. Accompanied by Masato, Kengo, and Rin, these misfits spend their childhood fighting evil and enjoying their youth.

Years pass, and even in high school, the well-knit teammates remain together. Kyousuke decides to re-ignite the Little Busters by forming a baseball team as it will be his last school year with them. They have a problem though: there aren't enough members! The tables have turned, for it is now Riki's turn to reach out and recruit new friends into the Little Busters, just like Kyousuke had once done for him.
Then, an omen surfaces—Rin finds a strange letter attached to her cat, assigning them the duty of uncovering the ""secret of this world"" by completing specific tasks. Just what is this secret, and why is it being hidden? It's up to the Little Busters to find out!",https://cdn.myanimelist.net/images/anime/6/43757l.webp,https://myanimelist.net/anime/13655/Little_Busters
684,684,1029,Omoide Poroporo,"['Drama', 'Romance', 'Slice of Life']",2,7.64,7.6497483630283485,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,"Taeko Okajima is a 27-year-old, independent woman who spent her entire life in Tokyo. Looking to unwind from the rush of the big city, she decides to visit her family in the country to help out during the harvest.

On the train there, Taeko vividly recalls her memories as a schoolgirl in the initial stages of puberty, as if she is on a trip with her childhood self. A young farmer named Toshio picks her up at the station, and they quickly develop a friendship. During her stay, Taeko forms strong bonds with family and friends, learning the contrasts between urban and rural life, as well as the struggles and joys of farming.

Nostalgic and bittersweet, Omoide Poroporo takes on Taeko's journey as an adult woman coming to terms with her childhood dreams compared to the person she is today.",https://cdn.myanimelist.net/images/anime/1289/138708l.webp,https://myanimelist.net/anime/1029/Omoide_Poroporo
685,685,209,R.O.D the TV,"['Action', 'Adventure', 'Comedy', 'Drama', 'Sci-Fi', 'Super Power']",1,7.64,7.646462551141588,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,"Anita King, Maggie Mui, and Michelle Cheung are the Paper Sisters. They run the Three Sisters Detective Agency in Hong Kong which is dedicated to solving cases involving books. They are hired as local guides for Nenene Sumiregawa, a Japanese novelist who has been struggling with writer's block following the disappearance of her longtime friend, Yomiko Readman. The sisters are all Paper Masters—individuals with the power to control paper—and with their abilities, they save Nenene from the dangerous terrorists targeting her at a book signing. But in case they strike again, the sisters remain as her bodyguards to protect her from further harm.

This is a dream come true for bookworms Maggie and Michelle who love Nenene's stories, but the young Anita cannot stand books despite her powers over paper. The three struggle to adapt to their new daily life in Japan, guarding Nenene while continuing their detective work under a mysterious organization, Dokusensha. However, the more they get to know Nenene, the more they discover the link between her, the disappearance of her friend Yomiko, and the mysterious books Dokusensha sends the Paper Masters to investigate. What began as a simple job ends up a bigger case than they have ever had before. Are these girls really willing to risk their lives over literature?",https://cdn.myanimelist.net/images/anime/3/73350l.webp,https://myanimelist.net/anime/209/ROD__The_TV
686,686,16524,Suisei no Gargantia,"['Action', 'Adventure', 'Mecha', 'Sci-Fi']",1,7.64,7.708813977381792,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"In the distant future, a majority of humans have left the Earth, and the Galactic Alliance of Humanity is founded to guide exploration and ensure the prosperity of mankind. However, a significant threat arises in the form of strange creatures called Hideauze, resulting in an interstellar war to prevent humanity's extinction. Armed with Chamber, an autonomous robot, 16-year-old lieutenant Ledo of the Galactic Alliance joins the battle against the monsters. In an unfortunate turn of events, Ledo loses control during the battle and is cast out to the far reaches of space, crash-landing on a waterlogged Earth.

On the blue planet, Gargantia—a large fleet of scavenger ships—comes across Chamber and retrieves it from the ocean, thinking they have salvaged something of value. Mistaking their actions for hostility, Ledo sneaks aboard and takes a young messenger girl named Amy hostage, only to realize that the residents of Gargantia are not as dangerous as he had believed. Faced with uncertainty, and unable to communicate with his comrades in space, Ledo attempts to get his bearings and acclimate to a new lifestyle. But his peaceful days are about to be short-lived, as there is more to this ocean-covered planet than meets the eye.",https://cdn.myanimelist.net/images/anime/11/48817l.webp,https://myanimelist.net/anime/16524/Suisei_no_Gargantia
687,687,10216,"Yondemasu yo, Azazel-san. (TV)","['Comedy', 'Demons', 'Supernatural']",1,7.64,7.624639008387035,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,"Akutabe is a detective who summons devils to solve the troubles of his clients. One day, a low class devil Azazel Atsushi is summoned by Akutabe and is used harshly by him and his assistant Rinko.",https://cdn.myanimelist.net/images/anime/4/75284l.webp,https://myanimelist.net/anime/10216/Yondemasu_yo_Azazel-san_TV
688,688,6408,&quot;Bungaku Shoujo&quot; Movie,"['Drama', 'Mystery', 'Romance', 'School']",2,7.63,7.695315211369298,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,"The protagonist of the story, Konoha Inoue, is a seemingly normal senior high 2nd year student. His high school life, other than a hinted incident 2 years ago, can be summed up as normal- if one can dismiss the secret fact that he used to be a female bestselling romance author. Due to that incident, however, he has now vowed never to write again.

This continued on until he was forced to join the literary club by the literary club president, the 3rd year female student Amano Tooko, a beautiful girl who has a taste for eating literary works. Now he has been tasked with writing her snack every day after school.

(Source: To Say Nothing of the Dog)",https://cdn.myanimelist.net/images/anime/8/81162l.webp,https://myanimelist.net/anime/6408/Bungaku_Shoujo_Movie
689,689,32828,Amaama to Inazuma,"['Comedy', 'Seinen', 'Slice of Life']",1,7.63,7.658439575600852,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,"Since the death of his wife, Kouhei Inuzuka has been caring for his young daughter Tsumugi to the best of his abilities. However, with his lack of culinary knowledge and his busy job as a teacher, he is left relying on ready-made meals from convenience stores to feed the little girl. Frustrated at his own incapability to provide a fresh, nutritious meal for his daughter, Kouhei takes up an offer from his student, Kotori Iida, to come have dinner at her family's restaurant. But on their very first visit, the father and daughter discover that the restaurant is often closed due to Kotori's mother being away for work and that Kotori often eats alone. After much pleading from his pupil, Kouhei decides to continue to go to the restaurant with Tsumugi to cook and share delicious homemade food with Kotori.

Amaama to Inazuma follows the heartwarming story of a caring father trying his hardest to make his adorable little daughter happy, while exploring the meanings and values behind cooking, family, and the warm meals at home that are often taken for granted.",https://cdn.myanimelist.net/images/anime/6/80546l.webp,https://myanimelist.net/anime/32828/Amaama_to_Inazuma
690,690,10067,Angel Beats!: Another Epilogue,"['Drama', 'School', 'Supernatural']",4,7.63,7.656849848734692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,"Disillusioned with the afterlife, a new student causes a scene during a classroom test and expresses his doubts about whether getting good grades can really lead to escaping the school and ascending to Heaven. Afterwards,  he is confronted by the new student council president—a familiar face whose past experiences give him powerful insight into the true nature of the school and first-hand knowledge regarding the futility of rebellion.",https://cdn.myanimelist.net/images/anime/1399/131410l.webp,https://myanimelist.net/anime/10067/Angel_Beats_Another_Epilogue
691,691,8100,Mardock Scramble: The First Compression,"['Action', 'Psychological', 'Sci-Fi']",2,7.63,7.653416123242413,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Rune Balot is a down-and-out teen prostitute in Mardock City. One day, she's picked up by an ambitious casino manager named Shell who gives her everything she could want. Renewed by a false innocence, a false past, and now the false life Shell has given her, Balot feels grateful. However, she can't help but be curious about why he's done so much for her, so she does some research about his past on a computer. This turns out to be a mistake which will change her life greatly. When Shell finds out what she's done, he attempts to burn her to death by blowing up her car.

Due to the high crime rate in Mardock, a new law called ""Scramble 09"" has given police carte blanche to take extreme and otherwise illegal measures to revive crime witnesses. With this in mind, they allow a professor to bring Balot back from the brink of death by reassembling her entire body with reinforced synthetic fiber. When she finally wakes up, her confused mental state eventually turns toward revenge as Shell is revealed as her killer.

(Source: Nippon Cinema)",https://cdn.myanimelist.net/images/anime/3/26215l.webp,https://myanimelist.net/anime/8100/Mardock_Scramble__The_First_Compression
692,692,14527,Medaka Box Abnormal,"['Action', 'Comedy', 'Ecchi', 'Martial Arts', 'School', 'Shounen', 'Super Power']",1,7.63,7.645081492707758,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,"After the defeat of Myouri Unzen at the hands of Medaka Kurokami and her Student Council, peace has returned to Hakoniwa Academy—at least, for a short while. Soon, Medaka, Zenkichi Hitoyoshi, Kouki  Akune, and Mogana Kikaijima find themselves wrapped up in another sinister scheme, known as the ""Flask Plan,"" led by the school's principal himself.

However, the council's first problem is to deal with a whole new group of superhuman students calling themselves the ""Thirteen Party,"" led by the egotistical but powerful Oudo Miyakonojou. With the mysterious Flask Plan, Oudo's tyranny, and the resurfacing of an old enemy, the state of Hakoniwa Academy is far from tranquil, and Medaka and her companions have their hands full as things only get a lot more abnormal.",https://cdn.myanimelist.net/images/anime/11/62919l.webp,https://myanimelist.net/anime/14527/Medaka_Box_Abnormal
693,693,28497,Rokka no Yuusha,"['Action', 'Adventure', 'Fantasy', 'Magic', 'Mystery']",1,7.63,7.676594708517697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"An ancient legend states that with the revival of the Demon God, six heroes—the Braves of the Six Flowers—will be chosen by the Goddess of Fate, granting them power to rise up against the fiends attempting to turn the world into a living hell. Adlet Mayer, self-proclaimed ""Strongest Man in the World,"" has arrived at the continent of Piena in hopes of becoming a Brave. Although it doesn't go as smoothly as he had planned, Adlet is ultimately chosen as one of the six heroes shortly after being greeted by Nashetania Loei Piena Augustra, crown princess and fellow Brave.

Rokka no Yuusha follows the two as they embark upon their destined journey to fight the Demon God, intending to meet up with their fellow heroes at a small temple outside of the Land of the Howling Demons, the fiends' domain. However, when they finally unite, seven heroes are present, and soon the others begin to suspect Adlet to be a fraud. Now on the run, Adlet must utilize his unique skill set and wit in a fight for his life to identify which member of the group is the true impostor before it's too late!",https://cdn.myanimelist.net/images/anime/9/74374l.webp,https://myanimelist.net/anime/28497/Rokka_no_Yuusha
694,694,7858,Sora no Otoshimono: Project Pink,"['Comedy', 'Ecchi', 'Harem', 'Sci-Fi', 'Shounen', 'Supernatural']",3,7.63,7.637923447263958,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,"The gang goes to an indoor swimming pool for some fun in the sun.  As expected, all hell breaks loose when Tomoki goes on one of his perverted missions.

Meanwhile, Nymph is having some issues with the loss of her master and considers asking Tomoki to be her replacement master.

This episode was not aired on TV because it was deemed too dangerous...",https://cdn.myanimelist.net/images/anime/2/19135l.webp,https://myanimelist.net/anime/7858/Sora_no_Otoshimono__Project_Pink
695,695,5118,Suzumiya Haruhi-chan no Yuuutsu,"['Comedy', 'Parody']",5,7.63,7.605871743384716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"A parody series featuring the entire cast of The Melancholy of Haruhi Suzumiya in a smaller form factor.  Among the changes are: Yuki plays eroge, Haruhi is even more obnoxiuous and loud, Mikuru is even more emotional and Koizumi harbors a deep love for Kyon.  Kyon, on the other hand, is generally the same as ever.",https://cdn.myanimelist.net/images/anime/1786/112350l.webp,https://myanimelist.net/anime/5118/Suzumiya_Haruhi-chan_no_Yuuutsu
